Unnamed: 0,name,currentAnnualSalary,currentMonthlySalary,active,jobTitle,gender,spatial_name,role_name,affiliation_slug,member_of_name,municipio
10549,Josu Zozaya Ubiria,2223.4,185.28,True,Presidente de la comisión gestora de Urrotz,male,Local,Alcalde,independiente,Ayuntamiento De Urroz/ES,Urrotz
10550,Alfredo Fernández Martin,0.0,0.0,True,Alcalde Del Ayuntamiento De Rapariegos,male,,,vox,,
10551,Juan José García,0.0,0.0,True,Alcalde Del Ayuntamiento De Remondo,male,,,partido-popular,,
10552,María del Camino Lozano García,1382.58,115.21,True,Alcaldesa del Ayuntamiento de Mansilla de las Mulas,female,Local,Alcalde,partido-popular,Ayuntamiento De Mansilla de las Mulas/ES,Mansilla De Las Mulas
10553,Manuel Ángel Álvarez Álvarez,4461.11,371.76,True,Alcalde del Ayuntamiento de Mieres,male,Local,Alcalde,iu-equo,Ayuntamiento De Mieres/ES,Mieres
10554,Andrés Arias Nogaledo,2119.95,176.66,True,Alcalde del Ayuntamiento de Noceda del Bierzo,male,Local,Alcalde,psoe,Ayuntamiento De Noceda del Bierzo/ES,Noceda Del Bierzo
10555,Ricardo San Ignacio Peña,0.0,0.0,True,Alcalde Del Ayuntamiento De Valle de Tabladillo,male,Local,Alcalde,partido-popular,Ayuntamiento De Valle de Tabladillo/ES,Valle De Tabladillo
10556,Inmaculada Sanz Antoranz,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Valleruela de Pedraza,male,,,independiente,,
10557,José Ramón Alonso,47109.04,3925.75,True,Alcalde del Ayuntamiento de Puebla del Lillo,male,Local,Alcalde,aipl,Ayuntamiento De Puebla de Lillo/ES,Puebla De Lillo
10558,Dolores Romero López,31740.16,2645.01,True,Alcaldesa Del Ayuntamiento De Bormujos,male,Local,Alcalde,partido-popular,Ayuntamiento De Bormujos/ES,Bormujos
10559,Francisco López Enríquez,14345.38,1195.45,True,Alcalde de Santa Eulalia de Oscos,male,Local,Alcalde,psoe,Ayuntamiento De Santa Eulalia de Oscos/ES,Santa Eulalia De Oscos
10560,David Marcello Román,19804.66,1650.39,True,Alcalde del Ayuntamiento de San Emiliano,male,Local,Alcalde,psoe,Ayuntamiento De San Emiliano/ES,San Emiliano
10561,José Manuel Lozano,995.45,82.95,True,Alcalde del Ayuntamiento de Soto del Barco,male,Local,Alcalde,independiente,Ayuntamiento De Soto del Barco/ES,Soto Del Barco
10562,Francisco Gómez Morán,1179.8,98.32,True,Alcalde del Ayuntamiento de Sena de Luna,male,Local,Alcalde,partido-popular,Ayuntamiento De Sena de Luna/ES,Sena De Luna
10563,Alberto Quiroga Fernández,31292.3,2607.69,True,Alcalde del Ayuntamiento de Toral de los Vados,male,Local,Alcalde,typ,Ayuntamiento De Toral de los Vados/ES,Toral De Los Vados
10564,Ricardo Barrientos Gallego,15669.19,1305.77,True,Alcalde del Ayuntamiento de Valencia de Don Juan,male,Local,Alcalde,upl,Ayuntamiento De Valencia de Don Juan/ES,Valencia De Don Juan
10565,Félix Álvaro Barreales Canseco,494.19,41.18,True,Alcalde del Ayuntamiento de Villamanín,male,Local,Alcalde,partido-popular,Ayuntamiento De Villamanín/ES,Villamanín
10566,Marcos Fernández,5559.69,463.31,True,Alcalde del Ayuntamiento de Villamañán,male,Local,Alcalde,partido-popular,Ayuntamiento De Villamañán/ES,Villamañán
10567,Anna Feliu i Moragues,44227.09,3195.31,True,Diputada en el Parlament de Catalunya,female,Autonómico,Diputado,junts-per-catalunya,Parlament De Catalunya,Parlament De Catalunya
10568,Joel Falcó i Salla,5850.12,487.51,True,Alcalde del Ayuntamiento de Alfés,male,Local,Alcalde,independiente,Ayuntamiento De Alfés/ES,Alfés
10569,Manuel Anta Martín,0.0,0.0,True,Alcalde del Ayuntamiento de Crespos,male,Local,Alcalde,partido-popular,Ayuntamiento De Crespos/ES,Crespos
10570,Joan Guillaumet Illa,6001.04,500.09,True,Alcalde del Ayuntamiento de Alguaire,male,Local,Alcalde,independiente,Ayuntamiento De Alguaire/ES,Alguaire
10571,Maria Isabel Pernia Ramírez,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Castillejo de Robledo,male,,,partido-popular,,
10572,Rafel López Gómez,0.0,0.0,True,Alcalde del Ayuntamiento de Gósol,male,Local,Alcalde,erc,Ayuntamiento De Gósol/ES,Gósol
10573,Daniel García Martínez,13183.21,1098.6,True,Alcalde Del Ayuntamiento De San Esteban de Gormaz,male,,,partido-popular,,
10574,Josep Sendra Cruz,0.0,0.0,True,Alcalde del Ayuntamiento de Granyena de Segarra,male,Local,Alcalde,independiente,Ayuntamiento De Granyena de Segarra/ES,Granyena De Segarra
10575,Enrique Hueso Retamosa,0.0,0.0,True,Alcalde del Ayuntamiento de Navalmoral,male,Local,Alcalde,partido-popular,Ayuntamiento De Navalmoral/ES,Navalmoral
10576,Eva Simón Cantó,726.68,60.56,True,Alcaldesa del Ayuntamiento de Llobera,female,Local,Alcalde,erc--am,Ayuntamiento De Llobera/ES,Llobera
10577,Ramon Martí Montraveta,1106.06,92.17,True,Alcalde del Ayuntamiento de Massoteres,male,Local,Alcalde,independiente,Ayuntamiento De Massoteres/ES,Massoteres
10578,David Pulido González,8175.72,681.31,True,Alcalde de Bonastre,male,Local,Alcalde,independiente,Ayuntamiento De Bonastre/ES,Bonastre
10579,Tino Vilà Betriu,460.86,38.41,True,Alcalde del Ayuntamiento de Organyà,male,Local,Alcalde,cm,Ayuntamiento De Organyà/ES,Organyà
10580,Xavier Canadell Olive,30663.5,2555.29,True,Alcalde Del Ayuntamiento De El Catllar,male,,,independiente,,
10581,Josep Guiu Masip,387.12,32.26,True,Alcalde del Ayuntamiento de Els Torms,male,Local,Alcalde,ixt-am,Ayuntamiento De Els Torms/ES,Els Torms
10582,Maribel Zamora Urrea,31338.38,2611.53,True,Alcaldesa del Ayuntamiento de Torregrossa,female,Local,Alcalde,erc--am,Ayuntamiento De Torregrossa/ES,Torregrossa
10583,Sílvia Romero,5659.34,471.61,True,Alcaldesa del Ayuntamiento de Tremp,female,Local,Alcalde,compromis,Ayuntamiento De Tremp/ES,Tremp
10584,José Codoñer Barberá,23920.59,1993.38,True,Alcalde Del Ayuntamiento De El Perelló,male,Local,Alcalde,independiente,Ayuntamiento De El Perelló/ES,El Perelló
10585,Vale Pino,14378.79,1198.23,True,Alcalde Del Ayuntamiento De Torredembarra,male,,,psoe,,
10586,Ángel Pérez,0.0,0.0,True,Alcalde del Ayuntamiento de Guntín,male,Local,Alcalde,partido-popular,Ayuntamiento De Guntín/ES,Guntín
10587,Sandra Rico Juan,9930.56,827.55,True,Alcaldesa Del Ayuntamiento De Vinebre,male,,,independiente,,
10588,María Montserrat Mulet Sar,2396.46,199.71,True,Alcaldesa del Ayuntamiento de Paradela,female,Local,Alcalde,partido-popular,Ayuntamiento De Paradela/ES,Paradela
10589,Roberto Castro,29367.77,2447.31,True,Alcalde del Ayuntamiento de Ribas del Sil,male,Local,Alcalde,psoe,Ayuntamiento De Ribas de Sil/ES,Ribas De Sil
10590,Oscar Rubira Orta,0.0,0.0,True,Alcalde Del Ayuntamiento De Berge,male,,,teruel-existe,,
10591,Rubén García Freije,9729.55,810.8,True,Alcalde del Ayuntamiento de Trabada,male,Local,Alcalde,psoe,Ayuntamiento De Trabada/ES,Trabada
10592,José Manuel Lamela,1548.48,129.04,True,Alcalde del Ayuntamiento de O Valadouro,male,Local,Alcalde,partido-popular,Ayuntamiento De O Valadouro/ES,O Valadouro
10593,Marta Rouco,3357.69,279.81,True,Alcaldesa del Ayuntamiento de Vilalba,female,Local,Alcalde,psoe,Ayuntamiento De Vilalba/ES,Vilalba
10594,David Ferrer Royo,0.0,0.0,True,Alcalde Del Ayuntamiento De Molinos,male,,,independiente,,
10595,Mario Latorre Ros,2341.16,195.1,True,Alcalde Del Ayuntamiento De Monreal del Campo,male,,,partido-popular,,
10596,Laura Gallego,41152.96,3429.41,True,Alcaldesa del Ayuntamiento de Manzanares el Real,female,Local,Alcalde,psoe,Ayuntamiento De Manzanares el Real/ES,Manzanares El Real
10597,Agustín Peña,22057.01,1838.08,True,Alcalde del Ayuntamiento de Ribatejada,male,Local,Alcalde,partido-popular,Ayuntamiento De Ribatejada/ES,Ribatejada
10598,Joana Simón García,20742.54,1728.55,True,Alcaldesa Del Ayuntamiento De Albarreal de Tajo,male,Local,Alcalde,psoe,Ayuntamiento De Albarreal de Tajo/ES,Albarreal De Tajo
10599,Marco Antonio Pérez Pleite,44480.54,3706.71,True,Alcalde Del Ayuntamiento De Bargas,male,Local,Alcalde,partido-popular,Ayuntamiento De Bargas/ES,Bargas
10600,Diego Martín Fernández,10196.44,849.7,True,Alcalde Del Ayuntamiento De El Carpio de Tajo,male,Local,Alcalde,partido-popular,Ayuntamiento De El Carpio de Tajo/ES,El Carpio De Tajo
10601,Gloria Castro García,8940.66,745.06,True,Alcaldesa del Ayuntamiento de Santa María de la Alameda,female,Local,Alcalde,partido-popular,Ayuntamiento De Santa María de la Alameda/ES,Santa María De La Alameda
10602,Alejandro Navarro Prieto,58697.88,4891.49,True,Alcalde del Ayuntamiento de Torrejón de Ardoz,male,Local,Alcalde,partido-popular,Ayuntamiento De Torrejón de Ardoz/ES,Torrejón De Ardoz
10603,Maria Luisa Rodríguez García,35289.88,2940.82,True,Alcaldesa Del Ayuntamiento De Consuegra,male,Local,Alcalde,psoe,Ayuntamiento De Consuegra/ES,Consuegra
10604,Montserrat Rojas Sierra,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Cuerva,male,Local,Alcalde,partido-popular,Ayuntamiento De Cuerva/ES,Cuerva
10605,Víctor José Gutiérrez Sánchez,8830.92,735.91,True,Alcalde del Ayuntamiento de Torrelaguna,male,Local,Alcalde,partido-popular,Ayuntamiento De Torrelaguna/ES,Torrelaguna
10606,María Pilar Aragonés Gamarra,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Marjaliza,male,Local,Alcalde,partido-popular,Ayuntamiento De Marjaliza/ES,Marjaliza
10607,Ángel Sepúlveda Martínez,38446.89,3203.91,True,Alcalde Del Ayuntamiento De Ontígola,male,Local,Alcalde,psoe,Ayuntamiento De Ontígola/ES,Ontígola
10608,José Miguel Lloret,23831.09,1985.92,True,Alcalde del Ayuntamiento de Villanueva de Perales,male,Local,Alcalde,independiente,Ayuntamiento De Villanueva de Perales/ES,Villanueva De Perales
10609,Pablo Nieto Toldos,2691.41,224.28,True,Alcalde Del Ayuntamiento De Quintanar De La Orden,male,Local,Alcalde,psoe,Ayuntamiento De Quintanar de la Orden/ES,Quintanar De La Orden
10610,Rafael Galvan Rodríguez,39665.67,3305.47,True,Alcalde del Ayuntamiento de El Bruc,male,Local,Alcalde,junts-per-catalunya,Ayuntamiento De El Bruc/ES,El Bruc
10611,Natacha Rivas,39172.92,3264.41,True,Alcaldesa del Ayuntamiento de Algarrobo,female,Local,Alcalde,partido-popular,Ayuntamiento De Algarrobo/ES,Algarrobo
10612,Elisabet Hernández del Arco,27870.11,2322.51,True,Alcaldesa del Ayuntamiento de Callús,female,Local,Alcalde,erc,Ayuntamiento De Callús/ES,Callús
10613,Andrés Martín Ramos,0.0,0.0,True,Alcalde Del Ayuntamiento De Torrijos,male,Local,Alcalde,partido-popular,Ayuntamiento De Torrijos/ES,Torrijos
10614,Antonia Rocío García García,884.85,73.74,True,Alcaldesa del Ayuntamiento de Almogía,female,Local,Alcalde,psoe,Ayuntamiento De Almogía/ES,Almogía
10615,Juan Ángel Almonacid Gallego,43921.02,3660.08,True,Alcalde del Ayuntamiento De Villacañas,male,Local,Alcalde,psoe,Ayuntamiento De Villacañas/ES,Villacañas
10616,Rubén Mendoza Bermúdez,0.0,0.0,True,Alcalde Del Ayuntamiento De Villamuelas,male,Local,Alcalde,psoe,Ayuntamiento De Villamuelas/ES,Villamuelas
10617,Yolanda Rivera Dueñas,28817.38,2401.45,True,Alcaldesa del Ayuntamiento de Castellar del Vallès,female,Local,Alcalde,psoe,Ayuntamiento De Castellar del Vallès/ES,Castellar Del Vallès
10618,Encarnación Pareja García,34848.05,2904.0,True,Alcaldesa del Ayuntamiento de Canillas de Albaida,female,Local,Alcalde,partido-popular,Ayuntamiento De Canillas de Albaida/ES,Canillas De Albaida
10619,Marian Fernández,0.0,0.0,True,Alcaldesa del Ayuntamiento de Carratraca,female,Local,Alcalde,partido-popular,Ayuntamiento De Carratraca/ES,Carratraca
10620,Pedro Hernández González,0.0,0.0,True,Alcalde del Ayuntamiento de Casabermeja,male,Local,Alcalde,partido-popular,Ayuntamiento De Casabermeja/ES,Casabermeja
10621,José Miguel Ruiz,41753.79,3479.48,True,Alcalde del Ayuntamiento de Comares,male,Local,Alcalde,psoe,Ayuntamiento De Comares/ES,Comares
10622,Eliseu Alegre Bolet,16130.01,1344.17,True,Alcalde del Ayuntamiento de Castellví de la Marca,male,Local,Alcalde,junts-per-catalunya,Ayuntamiento De Castellví de la Marca/ES,Castellví De La Marca
10623,Auxi Gámez,32947.57,2745.63,True,Alcaldesa del Ayuntamiento de Humilladero,female,Local,Alcalde,psoe,Ayuntamiento De Humilladero/ES,Humilladero
10624,Laia Oller Sampé,19277.49,1606.46,True,Alcaldesa del Ayuntamiento de Collsuspina,male,Local,Alcalde,cm,Ayuntamiento De Collsuspina/ES,Collsuspina
10625,Eduard Sanz García,26193.65,2182.8,True,Alcalde del Ayuntamiento de Esplugues de Llobregat,male,Local,Alcalde,psoe,Ayuntamiento De Esplugues de Llobregat/ES,Esplugues De Llobregat
10626,José Alberto Armijo,19108.04,1592.34,True,Alcalde del Ayuntamiento de Nerja,male,Local,Alcalde,partido-popular,Ayuntamiento De Nerja/ES,Nerja
10627,Meritxell Vizuete,54625.16,4552.1,True,Alcaldesa del Ayuntamiento de Periana,female,Local,Alcalde,psoe,Ayuntamiento De Periana/ES,Periana
10628,Virginia Romero Muñoz,30115.58,2509.63,True,Alcaldesa del Ayuntamiento de Valle de Abdalajís,female,Local,Alcalde,partido-popular,Ayuntamiento De Valle de Abdalajís/ES,Valle De Abdalajís
10629,Jesús Gómez Montiel,11814.81,984.57,True,Alcalde del Ayuntamiento de Abarán,male,Local,Alcalde,psoe,Ayuntamiento De Abarán/ES,Abarán
10630,Ángel Pablo Cano Gómez,4977.27,414.77,True,Alcalde del Ayuntamiento de Blanca,male,Local,Alcalde,partido-popular,Ayuntamiento De Blanca/ES,Blanca
10631,Juana María Martínez García,44800.0,3733.33,True,Alcaldesa del Ayuntamiento de Fuente Álamo de Murcia,female,Local,Alcalde,partido-popular,Ayuntamiento De Fuente Álamo de Murcia/ES,Fuente Álamo De Murcia
10632,Leonor Hernández Sánchez,31503.35,2625.28,True,Alcaldesa del Ayuntamiento de Librilla,female,Local,Alcalde,psoe,Ayuntamiento De Librilla/ES,Librilla
10633,Pedro José Noguera,35552.0,2962.67,True,Alcalde del Ayuntamiento de Las Torres de Cotillas,male,Local,Alcalde,partido-popular,Ayuntamiento De Las Torres de Cotillas/ES,Las Torres De Cotillas
10634,Juan Carlos Roses Guerola,36064.32,3005.36,True,Alcalde Del Ayuntamiento De Albaida,male,Local,Alcalde,partido-popular,Ayuntamiento De Albaida/ES,Albaida
10635,Vicent Alfonso,10454.8,871.23,True,Alcalde Del Ayuntamiento De Alfarp,male,Local,Alcalde,compromis,Ayuntamiento De Alfarp/ES,Alfarp
10636,José Juan Bataller Rodríguez,7124.1,593.68,True,Alcalde Del Ayuntamiento De Alfauir,male,Local,Alcalde,compromis,Ayuntamiento De Alfauir/ES,Alfauir
10637,LUIS GONZALO SAHAGUN ROBLES,0.0,0.0,True,Alcalde de Castil de Vela,male,Local,Alcalde,partido-popular,Ayuntamiento De Castil de Vela/ES,Castil De Vela
10638,MARINA ARAGÓN ANDRÉS,0.0,0.0,True,Alcaldesa de Castrillo de Don Juan,male,Local,Alcalde,psoe,Ayuntamiento De Castrillo de Don Juan/ES,Castrillo De Don Juan
10639,Juan Carlos Peña Peña,0.0,0.0,True,Alcalde de Villangómez,male,Local,Alcalde,partido-popular,Ayuntamiento De Villangómez/ES,Villangómez
10640,Adrián Rodriguez Valdivielso,0.0,0.0,True,Alcalde de Villaverde del Monte,male,Local,Alcalde,partido-popular,Ayuntamiento De Villaverde del Monte/ES,Villaverde Del Monte
10641,Queralt Tor Guitart,12425.06,1035.42,True,Alcaldesa del Ayuntamiento de Gisclareny,female,Local,Alcalde,erc--am,Ayuntamiento De Gisclareny/ES,Gisclareny
10642,Núria Carreras Povill,0.0,0.0,True,Alcaldesa del Ayuntamiento de Monistrol de Montserrat,female,Local,Alcalde,partido-popular,Ayuntamiento De Monistrol de Montserrat/ES,Monistrol De Montserrat
10643,JESÚS CARMELO MIGUEL CAMPOS,0.0,0.0,True,Alcalde de Ledigos,male,Local,Alcalde,agrupacion-independiente,Ayuntamiento De Ledigos/ES,Ledigos
10644,Juan Antonio Urra Caro,6400.94,533.41,True,Alcalde Del Ayuntamiento De Guesálaz/Gesalatz,male,Local,Alcalde,agrupacion-independiente-guesalaz,Ayuntamiento De Guesálaz/ES,Guesálaz
10645,Itziar Martinez Arbeloa,5344.36,445.36,True,Alcaldesa Del Ayuntamiento De Mañeru,female,Local,Alcalde,mb,Ayuntamiento De Mañeru/ES,Mañeru
10646,David Hernández Domingo,0.0,0.0,True,Alcalde Del Ayuntamiento De Bronchales,male,Local,Alcalde,partido-popular,Ayuntamiento De Bronchales/ES,Bronchales
10647,Jose Maria Garrido Dominguez,0.0,0.0,True,Alcalde Del Ayuntamiento De Lagunilla,male,Local,Alcalde,partido-popular,Ayuntamiento De Lagunilla/ES,Lagunilla
10648,David Campion Ventura,3318.18,276.52,True,Alcalde Del Ayuntamiento De Ollo,male,Local,Alcalde,auzolan,Ayuntamiento De Ollo,Ollo
10649,Alfredo Alzueta Unzue,7532.27,627.69,True,Alcalde Del Ayuntamiento De Imotz,male,Local,Alcalde,eh-bildu,Ayuntamiento De Imotz/ES,Imotz
10650,Daniel Aznarez Landiribar,1449.09,120.76,True,Alcalde Del Ayuntamiento De Gallués/Galoze,male,Local,Alcalde,aeiva,Ayuntamiento De Gallués/ES,Gallués
10651,Pilar Rillo Rubio,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Báguena,female,Local,Alcalde,par,Ayuntamiento De Báguena/ES,Báguena
10652,Juan Carlos Burillo Fortun,0.0,0.0,True,Alcalde Del Ayuntamiento De Barrachina,male,Local,Alcalde,partido-popular,Ayuntamiento De Barrachina/ES,Barrachina
10653,María Isabel Oliveros Huesa,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Berge,female,Local,Alcalde,existe,Ayuntamiento De Berge/ES,Berge
10654,Joaquin Miguel Calvo Castro,0.0,0.0,True,Alcalde Del Ayuntamiento De Blesa,male,Local,Alcalde,partido-popular,Ayuntamiento De Blesa/ES,Blesa
10655,Alvaro Jarque Cardona,0.0,0.0,True,Alcalde Del Ayuntamiento De Bordón,male,Local,Alcalde,par,Ayuntamiento De Bordón/ES,Bordón
10656,Alberto Domench Zabalza,1316.58,109.71,True,Alcalde Del Ayuntamiento De Garaioa,male,Local,Alcalde,aia,Ayuntamiento De Garaioa/ES,Garaioa
10657,Juan Miguel Monclus Boira,0.0,0.0,True,Alcalde Del Ayuntamiento De Calaceite,male,Local,Alcalde,existe,Ayuntamiento De Calaceite/ES,Calaceite
10658,Vicente Gonzalvo Ros,0.0,0.0,True,Alcalde Del Ayuntamiento De Camañas,male,Local,Alcalde,par,Ayuntamiento De Camañas/ES,Camañas
10659,Alejandro Trillo Sanz,240.0,0.0,True,Alcalde Del Ayuntamiento De Somosierra,male,Local,Alcalde,partido-popular,Ayuntamiento De Somosierra/ES,Somosierra
10660,Angel Eduardo Lopez Buj,0.0,0.0,True,Alcalde Del Ayuntamiento De Cañada De Benatanduz,male,Local,Alcalde,par,Ayuntamiento De Cañada de Benatanduz/ES,Cañada De Benatanduz
10661,Francisco Javier Agut Aragones,0.0,0.0,True,Alcalde Del Ayuntamiento De La Cañada De Verich,male,Local,Alcalde,par,Ayuntamiento De La Cañada de Verich/ES,La Cañada De Verich
10662,Francisco Perez Perez,0.0,0.0,True,Alcalde Del Ayuntamiento De Cascante Del Río,male,Local,Alcalde,partido-popular,Ayuntamiento De Cascante del Río/ES,Cascante Del Río
10663,Manuel Fernandez Caballero,1987.63,165.64,True,Alcalde Del Ayuntamiento De Losacio,male,Local,Alcalde,psoe,Ayuntamiento De Losacio/ES,Losacio
10664,Adolfo Alvarez Maeztu,4289.03,357.42,True,Alcalde Del Ayuntamiento De Mues,male,Local,Alcalde,aim,Ayuntamiento De Mues/ES,Mues
10665,Raquel Benedi Becerra,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Castellote,female,Local,Alcalde,existe,Ayuntamiento De Castellote/ES,Castellote
10666,Pilar Arellano Mayayo,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Castelserás,female,Local,Alcalde,partido-popular,Ayuntamiento De Castelserás/ES,Castelserás
10667,Tomas Herrera Mariscal,23386.29,1948.86,True,Alcalde Del Ayuntamiento De Castelnou,male,Local,Alcalde,par,Ayuntamiento De Castelnou/ES,Castelnou
10668,Javier Gomez Gomez,0.0,0.0,True,Alcalde Del Ayuntamiento De Cedrillas,male,Local,Alcalde,partido-popular,Ayuntamiento De Cedrillas/ES,Cedrillas
10669,Elena Bosque Boix,0.0,0.0,True,Alcaldesa Del Ayuntamiento De La Codoñera,female,Local,Alcalde,par,Ayuntamiento De La Codoñera/ES,La Codoñera
10670,Manuel Antonio Herrero Corredor,0.0,0.0,True,Alcalde Del Ayuntamiento De Cosa,male,Local,Alcalde,existe,Ayuntamiento De Cosa/ES,Cosa
10671,Maria Esther Bielsa Aced,0.0,0.0,True,Alcaldesa Del Ayuntamiento De Crivillén,female,Local,Alcalde,partido-popular,Ayuntamiento De Crivillén/ES,Crivillén
10672,Cristina Martínez García,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10673,María Del Carmen Martínez Clemor,44741.2,3195.8,True,Diputada,female,Autonómico,Diputado,partido-popular,Corts Valencianes,Corts Valencianes
10674,María Nieves Martínez Tarazona,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,partido-popular,Corts Valencianes,Corts Valencianes
10675,José Muñoz Lladró,67005.54,4786.11,True,Diputado,male,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10676,José Muñoz Salvador,35861.42,2561.53,True,Diputado,male,Autonómico,Diputado,vox,Corts Valencianes,Corts Valencianes
10677,María Rosario Navalón García,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10678,María Luisa Navarro Forcada,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10679,Dolores Peña Villaescusa,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,partido-popular,Corts Valencianes,Corts Valencianes
10680,Lucía Peral Mateos,44741.2,3195.8,True,Diputada,female,Autonómico,Diputado,partido-popular,Corts Valencianes,Corts Valencianes
10681,Núria Pina Huertas,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10682,Rosa Peris Cervera,44741.2,3195.8,True,Diputada,female,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10683,María Teresa Ramírez Jurado,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,vox,Corts Valencianes,Corts Valencianes
10684,Dolores Roch Cazoria,44741.2,3195.8,True,Diputada,female,Autonómico,Diputado,partido-popular,Corts Valencianes,Corts Valencianes
10685,Francesc Roig Oliver,35861.42,2561.53,True,Diputado,male,Autonómico,Diputado,compromis,Corts Valencianes,Corts Valencianes
10686,Verònica Ruiz Escrig,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,compromis,Corts Valencianes,Corts Valencianes
10687,Yaissel Sánchez Orta,35861.42,2561.53,True,Diputada,female,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10688,Rafael Simó Sancho,49309.12,3522.08,True,Diputado,male,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10689,José Vicente Todolí Masquefa,0.0,0.0,True,Diputado,male,Autonómico,Diputado,partido-popular,Corts Valencianes,Corts Valencianes
10690,Mario Elías Villar García,44741.2,3195.8,True,Diputado,male,Autonómico,Diputado,psoe,Corts Valencianes,Corts Valencianes
10691,Luisa Blanch Fulcarà,92608.88,6614.92,True,Senadora,female,Nacional,Senador,psoe,Senado,Senado
10692,María Elena Diego Castellanos,0.0,0.0,True,Senadora,female,Nacional,Senador,psoe,Senado,Senado
10693,Julia María Liberal Liberal,92608.88,6614.92,True,Senadora,female,Nacional,Senador,psoe,Senado,Senado
10694,María Del Lirio Martín García,92608.88,6614.92,True,Senadora,female,Nacional,Senador,psoe,Senado,Senado
10695,Núria Rovira Costas,92608.88,6614.92,True,Senadora,female,Nacional,Senador,psoe,Senado,Senado
10696,Gabriel Colomé García,92608.88,6614.92,True,Senador,male,Nacional,Senador,psoe,Senado,Senado
10697,José Francisco Hila Vargas,92608.88,6614.92,True,Senador,male,Nacional,Senador,psoe,Senado,Senado
10698,Antonio Poveda Zapata,92608.88,6614.92,True,Senador,male,Nacional,Senador,psoe,Senado,Senado
10699,Joaquín Francisco Puig Ferrer,0.0,0.0,True,Senador,male,Nacional,Senador,psoe,Senado,Senado
10700,Cristina Moreno Borrás,85645.7,6117.55,True,Diputada,female,Nacional,Diputado,partido-popular,Congreso De Los Diputados,Congreso De Los Diputados
10701,Esther Labaig Gallardo,63769.68,5113.76,True,Directora General de Turismo,female,Autonómico,Altos cargos,sin-partido,Generalitat Valenciana,Generalitat Valenciana
10702,Maria Del Rosario Gonzalez Andres,36073.34,3006.11,True,Alcaldesa Del Ayuntamiento De Ahillones,female,Local,Alcalde,partido-popular,Ayuntamiento De Ahillones/ES,Ahillones
10703,Juan Francisco Torrescusa Moreno,26362.61,0.0,True,Alcalde Del Ayuntamiento De Almendral,male,Local,Alcalde,apal,Ayuntamiento De Almendral/ES,Almendral
10704,Alba Mendez Hernandez,40.0,0.0,True,Alcaldesa Del Ayuntamiento De Atalaya,female,Local,Alcalde,psoe,Ayuntamiento De Atalaya/ES,Atalaya
10705,Mariano Alcobendas Madrid,16990.14,1415.85,True,Alcalde Del Ayuntamiento De Baterno,male,Local,Alcalde,psoe,Ayuntamiento De Baterno/ES,Baterno
10706,Jesus Gonzalez Rico,27651.55,2304.3,True,Alcalde Del Ayuntamiento De Bienvenida,male,Local,Alcalde,partido-popular,Ayuntamiento De Bienvenida/ES,Bienvenida
10707,Maria Jose Calderon Carretero,26230.15,2185.85,True,Alcaldesa Del Ayuntamiento De Burguillos Del Cerro,female,Local,Alcalde,partido-popular,Ayuntamiento De Burguillos del Cerro/ES,Burguillos Del Cerro
10708,Luis David Zapata Macías,12938.4,1078.2,True,Alcalde Del Ayuntamiento De Cabeza La Vaca,male,Local,Alcalde,psoe,Ayuntamiento De Cabeza la Vaca/ES,Cabeza La Vaca
10709,Joaquina Rebollo Caballero,26838.3,2236.52,True,Alcaldesa Del Ayuntamiento De Calera De León,female,Local,Alcalde,partido-popular,Ayuntamiento De Calera de León/ES,Calera De León
10710,Dolores María Enrique Jiménez,35788.66,2982.39,True,Alcaldesa Del Ayuntamiento De Calamonte,female,Local,Alcalde,psoe,Ayuntamiento De Calamonte/ES,Calamonte
10711,Jorge Barrera García,43400.0,0.0,True,Alcalde Del Ayuntamiento De Brenes,male,Local,Alcalde,psoe,Ayuntamiento De Brenes/ES,Brenes
10712,Manuel Calderon Trenado,3576.26,298.02,True,Alcalde Del Ayuntamiento De Campanario,male,Local,Alcalde,partido-popular,Ayuntamiento De Campanario/ES,Campanario
